Descrizione Campione: 
Inizio misura: 27-05-24 11:02:24
RealTime: 90030
LiveTime: 89104
N eventi: 319388009
Calibrazione: E = 0 * C^2 + 1 * C + 0
Canale	Energia	Eventi
0	0	0
1	1	2
2	2	2
3	3	0
4	4	3
5	5	0
6	6	2
7	7	3
8	8	5
9	9	9
10	10	8
11	11	1
12	12	2
13	13	3
14	14	0
15	15	0
16	16	0
17	17	2
18	18	1
19	19	0
20	20	0
21	21	1
22	22	0
23	23	1
24	24	0
25	25	1
26	26	0
27	27	1
28	28	0
29	29	0
30	30	1
31	31	0
32	32	0
33	33	1
34	34	0
35	35	0
36	36	0
37	37	0
38	38	0
39	39	0
40	40	0
41	41	2
42	42	0
43	43	1
44	44	1
45	45	2
46	46	12
47	47	16
48	48	17
49	49	48
50	50	89
51	51	174
52	52	372
53	53	662
54	54	1134
55	55	1778
56	56	2980
57	57	5490
58	58	9951
59	59	15909
60	60	20432
61	61	20881
62	62	18306
63	63	15622
64	64	14011
65	65	12869
66	66	12752
67	67	12351
68	68	12500
69	69	12743
70	70	13308
71	71	13968
72	72	14647
73	73	15562
74	74	16862
75	75	17974
76	76	19760
77	77	21177
78	78	22218
79	79	23711
80	80	25441
81	81	25321
82	82	23717
83	83	19815
84	84	15867
85	85	13259
86	86	11579
87	87	10572
88	88	10084
89	89	9682
90	90	9179
91	91	9003
92	92	8782
93	93	8420
94	94	8123
95	95	7954
96	96	8037
97	97	7871
98	98	7774
99	99	7713
100	100	7365
101	101	7132
102	102	6861
103	103	6283
104	104	5444
105	105	4645
106	106	4195
107	107	4026
108	108	4358
109	109	5623
110	110	7091
111	111	8104
112	112	8789
113	113	9354
114	114	9947
115	115	11327
116	116	14559
117	117	20111
118	118	24538
119	119	25861
120	120	27852
121	121	30699
122	122	34794
123	123	37748
124	124	40610
125	125	43961
126	126	46675
127	127	49765
128	128	53380
129	129	56520
130	130	59834
131	131	60853
132	132	61872
133	133	61897
134	134	60888
135	135	59295
136	136	57244
137	137	54561
138	138	51324
139	139	47252
140	140	44089
141	141	41028
142	142	38908
143	143	37543
144	144	36886
145	145	35690
146	146	35321
147	147	34765
148	148	34128
149	149	33413
150	150	32473
151	151	31070
152	152	30591
153	153	29446
154	154	28078
155	155	27279
156	156	26869
157	157	26282
158	158	26100
159	159	25657
160	160	25827
161	161	25894
162	162	25542
163	163	26803
164	164	27222
165	165	28915
166	166	30548
167	167	33427
168	168	35294
169	169	37143
170	170	39398
171	171	40560
172	172	41413
173	173	41467
174	174	40716
175	175	40415
176	176	40615
177	177	41531
178	178	43005
179	179	45418
180	180	46709
181	181	50283
182	182	53041
183	183	56745
184	184	61166
185	185	66835
186	186	73712
187	187	81413
188	188	90853
189	189	101554
190	190	112788
191	191	123706
192	192	132460
193	193	139241
194	194	144208
195	195	144500
196	196	143123
197	197	140737
198	198	137896
199	199	137406
200	200	137637
201	201	136897
202	202	138137
203	203	138502
204	204	139213
205	205	139067
206	206	140000
207	207	140303
208	208	140797
209	209	140758
210	210	141359
211	211	140062
212	212	137301
213	213	135500
214	214	132579
215	215	128862
216	216	125051
217	217	121954
218	218	119462
219	219	117002
220	220	115756
221	221	115654
222	222	115287
223	223	115746
224	224	117121
225	225	118350
226	226	119455
227	227	119374
228	228	119982
229	229	121776
230	230	121910
231	231	122098
232	232	121876
233	233	121401
234	234	119280
235	235	117390
236	236	114972
237	237	113166
238	238	111681
239	239	109468
240	240	108188
241	241	107633
242	242	106912
243	243	107663
244	244	107944
245	245	108734
246	246	109385
247	247	109559
248	248	110968
249	249	111164
250	250	111574
251	251	111639
252	252	112074
253	253	111828
254	254	111189
255	255	110151
256	256	109277
257	257	107286
258	258	106364
259	259	105167
260	260	103248
261	261	102766
262	262	101799
263	263	101150
264	264	101690
265	265	101699
266	266	101955
267	267	102730
268	268	102414
269	269	102420
270	270	103043
271	271	103568
272	272	103575
273	273	103189
274	274	103413
275	275	102251
276	276	101243
277	277	100204
278	278	99285
279	279	98854
280	280	97906
281	281	96808
282	282	95704
283	283	95433
284	284	94412
285	285	94907
286	286	94577
287	287	95118
288	288	94890
289	289	94801
290	290	95558
291	291	94940
292	292	94816
293	293	94595
294	294	94106
295	295	94265
296	296	93440
297	297	93034
298	298	92262
299	299	91312
300	300	90640
301	301	89741
302	302	88849
303	303	88426
304	304	87959
305	305	86992
306	306	87191
307	307	86677
308	308	86750
309	309	86854
310	310	86406
311	311	86245
312	312	86421
313	313	85262
314	314	85267
315	315	85387
316	316	84635
317	317	83763
318	318	84079
319	319	83107
320	320	82053
321	321	81636
322	322	81304
323	323	81141
324	324	79913
325	325	79332
326	326	78937
327	327	78745
328	328	78351
329	329	77925
330	330	77989
331	331	77292
332	332	77163
333	333	76436
334	334	76895
335	335	75743
336	336	75762
337	337	75132
338	338	74613
339	339	74046
340	340	73358
341	341	73443
342	342	72442
343	343	71911
344	344	71282
345	345	70492
346	346	70563
347	347	69822
348	348	69693
349	349	69420
350	350	68366
351	351	68399
352	352	68283
353	353	67803
354	354	67137
355	355	67120
356	356	66878
357	357	66365
358	358	65740
359	359	65646
360	360	64990
361	361	64370
362	362	63653
363	363	63234
364	364	63246
365	365	62810
366	366	62283
367	367	61479
368	368	60811
369	369	60528
370	370	59961
371	371	59824
372	372	59526
373	373	58995
374	374	58768
375	375	58491
376	376	57535
377	377	57347
378	378	57022
379	379	56643
380	380	56332
381	381	55990
382	382	55677
383	383	54881
384	384	54599
385	385	54563
386	386	54064
387	387	53354
388	388	53000
389	389	52349
390	390	52075
391	391	52086
392	392	51752
393	393	51166
394	394	51158
395	395	50394
396	396	50045
397	397	49041
398	398	49138
399	399	48991
400	400	48529
401	401	47911
402	402	47631
403	403	47088
404	404	46955
405	405	46515
406	406	46123
407	407	45958
408	408	45641
409	409	44966
410	410	44337
411	411	44611
412	412	44522
413	413	43744
414	414	43553
415	415	42973
416	416	42845
417	417	42424
418	418	42057
419	419	41656
420	420	41518
421	421	40772
422	422	40489
423	423	40580
424	424	40307
425	425	39544
426	426	39192
427	427	39093
428	428	39111
429	429	38165
430	430	38448
431	431	37892
432	432	37894
433	433	36784
434	434	37132
435	435	36307
436	436	36351
437	437	36253
438	438	35815
439	439	35674
440	440	35327
441	441	34955
442	442	34668
443	443	34107
444	444	34172
445	445	33860
446	446	33903
447	447	33395
448	448	33080
449	449	32702
450	450	32332
451	451	32136
452	452	31962
453	453	31669
454	454	31253
455	455	30912
456	456	30726
457	457	30708
458	458	30232
459	459	30541
460	460	30308
461	461	29612
462	462	29570
463	463	29470
464	464	28809
465	465	28751
