Descrizione Campione: 
Inizio misura: 13-05-24 10:31:30
RealTime: 188345
LiveTime: 188342
N eventi: 1120920
Calibrazione: E = 0 * C^2 + 1 * C + 0
Canale	Energia	Eventi
0	0	0
1	1	0
2	2	0
3	3	0
4	4	0
5	5	0
6	6	0
7	7	0
8	8	0
9	9	0
10	10	0
11	11	0
12	12	0
13	13	0
14	14	0
15	15	0
16	16	0
17	17	0
18	18	0
19	19	0
20	20	0
21	21	0
22	22	0
23	23	0
24	24	0
25	25	0
26	26	0
27	27	0
28	28	0
29	29	0
30	30	0
31	31	0
32	32	0
33	33	0
34	34	0
35	35	0
36	36	0
37	37	0
38	38	0
39	39	0
40	40	0
41	41	0
42	42	0
43	43	0
44	44	0
45	45	0
46	46	0
47	47	0
48	48	0
49	49	0
50	50	0
51	51	0
52	52	0
53	53	0
54	54	0
55	55	0
56	56	0
57	57	0
58	58	0
59	59	0
60	60	0
61	61	0
62	62	0
63	63	0
64	64	0
65	65	0
66	66	0
67	67	0
68	68	1
69	69	0
70	70	0
71	71	1
72	72	1
73	73	1
74	74	0
75	75	0
76	76	0
77	77	0
78	78	0
79	79	0
80	80	0
81	81	0
82	82	1
83	83	1
84	84	5
85	85	12
86	86	14
87	87	40
88	88	56
89	89	56
90	90	61
91	91	56
92	92	58
93	93	62
94	94	47
95	95	59
96	96	70
97	97	54
98	98	51
99	99	57
100	100	67
101	101	48
102	102	48
103	103	64
104	104	58
105	105	67
106	106	56
107	107	58
108	108	51
109	109	58
110	110	75
111	111	55
112	112	43
113	113	57
114	114	48
115	115	60
116	116	62
117	117	55
118	118	59
119	119	54
120	120	58
121	121	52
122	122	54
123	123	71
124	124	73
125	125	49
126	126	54
127	127	58
128	128	63
129	129	52
130	130	47
131	131	59
132	132	52
133	133	56
134	134	56
135	135	50
136	136	61
137	137	46
138	138	55
139	139	56
140	140	56
141	141	55
142	142	45
143	143	55
144	144	56
145	145	67
146	146	59
147	147	49
148	148	58
149	149	52
150	150	56
151	151	61
152	152	67
153	153	63
154	154	61
155	155	55
156	156	50
157	157	64
158	158	55
159	159	58
160	160	65
161	161	54
162	162	44
163	163	67
164	164	60
165	165	52
166	166	66
167	167	66
168	168	45
169	169	68
170	170	57
171	171	64
172	172	70
173	173	54
174	174	58
175	175	61
176	176	64
177	177	52
178	178	50
179	179	46
180	180	66
181	181	61
182	182	62
183	183	62
184	184	59
185	185	62
186	186	52
187	187	57
188	188	52
189	189	72
190	190	57
191	191	50
192	192	51
193	193	69
194	194	57
195	195	54
196	196	58
197	197	55
198	198	63
199	199	63
200	200	56
201	201	64
202	202	59
203	203	56
204	204	66
205	205	64
206	206	65
207	207	56
208	208	68
209	209	68
210	210	51
211	211	71
212	212	61
213	213	47
214	214	55
215	215	51
216	216	58
217	217	64
218	218	62
219	219	67
220	220	58
221	221	51
222	222	59
223	223	59
224	224	53
225	225	58
226	226	59
227	227	59
228	228	53
229	229	59
230	230	67
231	231	59
232	232	57
233	233	51
234	234	69
235	235	53
236	236	61
237	237	56
238	238	67
239	239	57
240	240	63
241	241	52
242	242	80
243	243	69
244	244	51
245	245	52
246	246	50
247	247	62
248	248	65
249	249	61
250	250	55
251	251	66
252	252	60
253	253	64
254	254	60
255	255	53
256	256	57
257	257	57
258	258	57
259	259	71
260	260	55
261	261	57
262	262	63
263	263	49
264	264	56
265	265	51
266	266	56
267	267	60
268	268	52
269	269	68
270	270	69
271	271	52
272	272	64
273	273	58
274	274	69
275	275	60
276	276	60
277	277	56
278	278	71
279	279	71
280	280	63
281	281	66
282	282	76
283	283	64
284	284	71
285	285	50
286	286	64
287	287	71
288	288	71
289	289	55
290	290	68
291	291	50
292	292	70
293	293	48
294	294	59
295	295	62
296	296	52
297	297	62
298	298	49
299	299	47
300	300	65
301	301	57
302	302	66
303	303	56
304	304	71
305	305	67
306	306	63
307	307	48
308	308	55
309	309	59
310	310	51
311	311	63
312	312	56
313	313	51
314	314	54
315	315	58
316	316	58
317	317	62
318	318	71
319	319	52
320	320	63
321	321	54
322	322	43
323	323	62
324	324	57
325	325	64
326	326	51
327	327	64
328	328	68
329	329	52
330	330	57
331	331	59
332	332	46
333	333	73
334	334	66
335	335	63
336	336	60
337	337	51
338	338	49
339	339	68
340	340	60
341	341	65
342	342	50
343	343	77
344	344	57
345	345	46
346	346	59
347	347	62
348	348	61
349	349	60
350	350	58
351	351	59
352	352	63
353	353	51
354	354	55
355	355	74
356	356	50
357	357	56
358	358	53
359	359	75
360	360	67
361	361	52
362	362	54
363	363	68
364	364	54
365	365	66
366	366	60
367	367	64
368	368	52
369	369	66
370	370	58
371	371	71
372	372	51
373	373	55
374	374	60
375	375	73
376	376	55
377	377	56
378	378	54
379	379	62
380	380	57
381	381	65
382	382	70
383	383	58
384	384	67
385	385	50
386	386	58
387	387	62
388	388	47
389	389	59
390	390	64
391	391	67
392	392	66
393	393	52
394	394	65
395	395	66
396	396	59
397	397	55
398	398	59
399	399	58
400	400	65
401	401	46
402	402	55
403	403	58
404	404	72
405	405	61
406	406	57
407	407	57
408	408	63
409	409	70
410	410	67
411	411	59
412	412	62
413	413	52
414	414	63
415	415	69
416	416	53
417	417	61
418	418	74
419	419	62
420	420	66
421	421	53
422	422	62
423	423	62
424	424	65
425	425	57
426	426	88
427	427	63
428	428	72
429	429	76
430	430	70
431	431	65
432	432	50
433	433	60
434	434	49
435	435	62
436	436	74
437	437	67
438	438	57
439	439	63
440	440	59
441	441	74
442	442	75
443	443	71
444	444	52
445	445	58
446	446	58
447	447	56
448	448	56
449	449	56
450	450	62
451	451	56
452	452	66
453	453	70
454	454	63
455	455	63
456	456	60
457	457	51
458	458	57
459	459	69
460	460	68
461	461	43
462	462	79
463	463	59
464	464	57
465	465	55
466	466	67
467	467	52
468	468	69
469	469	57
470	470	60
471	471	56
472	472	63
473	473	54
474	474	53
475	475	61
476	476	66
477	477	71
478	478	66
479	479	62
480	480	68
481	481	61
482	482	60
483	483	54
484	484	66
485	485	57
486	486	55
487	487	50
488	488	60
489	489	64
490	490	67
491	491	52
492	492	50
493	493	61
494	494	79
495	495	53
496	496	57
497	497	60
498	498	46
499	499	52
500	500	57
501	501	60
502	502	69
503	503	50
504	504	61
505	505	52
506	506	60
507	507	56
508	508	58
509	509	55
510	510	47
511	511	71
512	512	60
513	513	69
514	514	61
515	515	57
516	516	64
517	517	59
518	518	72
519	519	54
520	520	59
521	521	57
522	522	50
523	523	57
524	524	63
525	525	67
526	526	61
527	527	61
528	528	60
529	529	59
530	530	62
531	531	64
532	532	55
533	533	54
534	534	49
535	535	71
536	536	67
537	537	74
538	538	59
539	539	59
540	540	57
541	541	59
542	542	64
543	543	74
544	544	71
545	545	69
546	546	60
547	547	65
548	548	73
549	549	63
550	550	54
551	551	55
552	552	67
553	553	63
554	554	49
555	555	53
556	556	73
557	557	51
558	558	56
559	559	57
560	560	69
561	561	66
562	562	67
563	563	64
564	564	54
565	565	63
566	566	64
567	567	48
568	568	57
569	569	69
570	570	71
571	571	60
572	572	59
573	573	70
574	574	57
575	575	52
576	576	58
577	577	75
578	578	56
579	579	52
580	580	46
581	581	62
582	582	71
583	583	80
584	584	60
585	585	51
586	586	54
587	587	63
588	588	58
589	589	61
590	590	56
591	591	66
592	592	63
593	593	64
594	594	60
595	595	61
596	596	78
597	597	72
598	598	68
599	599	48
600	600	63
601	601	51
602	602	59
603	603	64
604	604	69
605	605	70
606	606	51
607	607	63
608	608	58
609	609	55
610	610	64
611	611	54
612	612	62
613	613	64
614	614	76
615	615	75
616	616	59
617	617	77
618	618	63
619	619	67
620	620	65
621	621	71
622	622	61
623	623	70
