Descrizione Campione: 57.0
Inizio misura: 29-05-24 15:49:59
RealTime: 3598
LiveTime: 3580
N eventi: 6392542
Calibrazione: E = 0 * C^2 + 1 * C + 0
Canale	Energia	Eventi
0	0	0
1	1	1
2	2	0
3	3	0
4	4	0
5	5	0
6	6	0
7	7	0
8	8	0
9	9	0
10	10	0
11	11	0
12	12	0
13	13	0
14	14	0
15	15	1
16	16	0
17	17	0
18	18	0
19	19	0
20	20	0
21	21	0
22	22	0
23	23	0
24	24	0
25	25	0
26	26	0
27	27	0
28	28	0
29	29	0
30	30	0
31	31	0
32	32	0
33	33	0
34	34	0
35	35	0
36	36	0
37	37	0
38	38	1
39	39	0
40	40	0
41	41	1
42	42	0
43	43	1
44	44	1
45	45	1
46	46	1
47	47	1
48	48	1
49	49	1
50	50	5
51	51	1
52	52	4
53	53	7
54	54	10
55	55	14
56	56	18
57	57	25
58	58	34
59	59	33
60	60	38
61	61	57
62	62	47
63	63	69
64	64	77
65	65	79
66	66	107
67	67	110
68	68	123
69	69	102
70	70	115
71	71	116
72	72	112
73	73	124
74	74	135
75	75	127
76	76	130
77	77	130
78	78	142
79	79	131
80	80	150
81	81	127
82	82	141
83	83	159
84	84	154
85	85	151
86	86	180
87	87	158
88	88	152
89	89	172
90	90	169
91	91	178
92	92	159
93	93	182
94	94	184
95	95	157
96	96	157
97	97	133
98	98	158
99	99	170
100	100	124
101	101	135
102	102	139
103	103	126
104	104	125
105	105	114
106	106	113
107	107	111
108	108	122
109	109	104
110	110	116
111	111	87
112	112	102
113	113	98
114	114	123
115	115	105
116	116	100
117	117	93
118	118	105
119	119	71
120	120	89
121	121	93
122	122	94
123	123	84
124	124	72
125	125	64
126	126	69
127	127	78
128	128	78
129	129	64
130	130	53
131	131	59
132	132	73
133	133	63
134	134	55
135	135	51
136	136	49
137	137	47
138	138	50
139	139	46
140	140	59
141	141	59
142	142	52
143	143	45
144	144	51
145	145	35
146	146	35
147	147	26
148	148	42
149	149	36
150	150	41
151	151	42
152	152	36
153	153	32
154	154	45
155	155	42
156	156	62
157	157	62
158	158	54
159	159	63
160	160	69
161	161	108
162	162	117
163	163	146
164	164	180
165	165	263
166	166	295
167	167	294
168	168	350
169	169	368
170	170	451
171	171	460
172	172	499
173	173	547
174	174	560
175	175	576
176	176	552
177	177	617
178	178	613
179	179	629
180	180	694
181	181	639
182	182	732
183	183	716
184	184	743
185	185	786
186	186	779
187	187	866
188	188	874
189	189	794
190	190	783
191	191	763
192	192	744
193	193	707
194	194	671
195	195	689
196	196	645
197	197	627
198	198	668
199	199	579
200	200	638
201	201	597
202	202	581
203	203	600
204	204	601
205	205	600
206	206	547
207	207	561
208	208	575
209	209	593
210	210	542
211	211	566
212	212	578
213	213	585
214	214	603
215	215	560
216	216	628
217	217	612
218	218	634
219	219	651
220	220	626
221	221	648
222	222	623
223	223	608
224	224	602
225	225	582
226	226	621
227	227	640
228	228	635
229	229	661
230	230	646
231	231	712
232	232	696
233	233	789
234	234	753
235	235	802
236	236	759
237	237	817
238	238	855
239	239	788
240	240	866
241	241	998
242	242	1016
243	243	1010
244	244	1069
245	245	1190
246	246	1220
247	247	1317
248	248	1296
249	249	1428
250	250	1584
251	251	1547
252	252	1602
253	253	1696
254	254	1766
255	255	1783
256	256	1930
257	257	1980
258	258	2052
259	259	2234
260	260	2304
261	261	2512
262	262	2560
263	263	2622
264	264	2827
265	265	2946
266	266	3118
267	267	3385
268	268	3446
269	269	3680
270	270	3902
271	271	3985
272	272	4229
273	273	4520
274	274	4789
275	275	4889
276	276	5120
277	277	5472
278	278	5672
279	279	5932
280	280	6274
281	281	6200
282	282	5945
283	283	6070
284	284	5908
285	285	5797
286	286	5665
287	287	5429
288	288	5543
289	289	5266
290	290	5415
291	291	5190
292	292	4983
293	293	4798
294	294	4620
295	295	4514
296	296	4322
297	297	4081
298	298	4106
299	299	3985
300	300	3891
301	301	3696
302	302	3702
303	303	3512
304	304	3405
305	305	3478
306	306	3486
307	307	3486
308	308	3469
309	309	3442
310	310	3397
311	311	3293
312	312	3224
313	313	3060
314	314	2895
315	315	2780
316	316	2695
317	317	2521
318	318	2495
319	319	2401
320	320	2301
321	321	2288
322	322	2187
323	323	2029
324	324	2038
325	325	1954
326	326	1821
327	327	1731
328	328	1720
329	329	1593
330	330	1604
331	331	1559
332	332	1565
333	333	1508
334	334	1447
335	335	1455
336	336	1411
337	337	1408
338	338	1428
339	339	1394
340	340	1370
341	341	1349
342	342	1271
343	343	1263
344	344	1148
345	345	1125
346	346	1113
347	347	1107
348	348	1108
349	349	1111
350	350	1015
351	351	960
352	352	966
353	353	891
354	354	906
355	355	819
356	356	867
357	357	812
358	358	809
359	359	854
360	360	751
361	361	775
362	362	847
363	363	742
364	364	742
365	365	762
366	366	774
367	367	774
368	368	758
369	369	757
370	370	763
371	371	715
372	372	654
373	373	661
374	374	733
375	375	655
376	376	648
377	377	610
378	378	645
379	379	587
380	380	619
381	381	607
382	382	603
383	383	581
384	384	626
385	385	582
386	386	556
387	387	614
388	388	615
389	389	551
390	390	571
391	391	593
392	392	534
393	393	555
394	394	553
395	395	552
396	396	538
397	397	549
398	398	542
399	399	567
400	400	538
401	401	547
402	402	560
403	403	504
404	404	557
405	405	479
406	406	557
407	407	535
408	408	519
409	409	544
410	410	518
411	411	495
412	412	574
413	413	518
414	414	457
415	415	516
416	416	537
417	417	549
418	418	508
419	419	496
420	420	538
421	421	540
422	422	568
423	423	571
424	424	512
425	425	553
426	426	527
427	427	486
428	428	523
429	429	557
430	430	533
431	431	507
432	432	533
433	433	526
434	434	501
435	435	530
436	436	490
437	437	489
438	438	520
439	439	538
440	440	504
441	441	545
442	442	534
443	443	539
444	444	521
445	445	537
446	446	565
447	447	498
448	448	538
449	449	512
450	450	576
451	451	536
452	452	515
453	453	559
454	454	539
455	455	531
456	456	558
457	457	516
458	458	524
459	459	580
460	460	552
461	461	506
462	462	519
463	463	539
464	464	549
465	465	529
466	466	514
467	467	538
468	468	543
469	469	546
470	470	539
471	471	548
472	472	560
473	473	581
474	474	542
475	475	584
476	476	573
477	477	582
478	478	562
479	479	599
480	480	552
481	481	567
482	482	610
483	483	576
484	484	561
485	485	575
486	486	535
487	487	608
488	488	612
489	489	595
490	490	614
491	491	597
492	492	577
493	493	610
494	494	577
495	495	596
496	496	598
497	497	559
498	498	555
499	499	613
500	500	568
501	501	598
502	502	571
503	503	582
504	504	627
505	505	645
506	506	597
507	507	612
508	508	606
509	509	618
510	510	645
511	511	608
512	512	621
513	513	638
514	514	612
515	515	615
516	516	618
517	517	627
518	518	609
519	519	612
520	520	645
521	521	594
522	522	602
523	523	625
524	524	638
525	525	645
526	526	571
527	527	592
528	528	600
529	529	642
530	530	627
531	531	633
532	532	612
533	533	629
534	534	603
535	535	649
536	536	647
537	537	621
538	538	645
539	539	656
540	540	606
541	541	650
542	542	651
543	543	617
544	544	679
545	545	612
546	546	623
547	547	657
548	548	663
549	549	656
550	550	687
551	551	652
552	552	640
553	553	689
554	554	644
555	555	678
556	556	649
557	557	633
558	558	674
559	559	646
560	560	671
561	561	627
562	562	656
563	563	648
564	564	643
565	565	659
566	566	636
567	567	724
568	568	663
569	569	697
570	570	687
571	571	623
572	572	710
573	573	687
574	574	660
575	575	680
576	576	674
577	577	712
578	578	644
579	579	724
580	580	712
581	581	688
582	582	681
583	583	708
584	584	642
585	585	660
586	586	653
587	587	655
588	588	661
589	589	715
590	590	693
591	591	650
592	592	667
593	593	680
594	594	675
595	595	674
596	596	689
597	597	668
598	598	672
599	599	673
