Descrizione Campione: 
Inizio misura: 29-05-24 11:56:18
RealTime: 3600
LiveTime: 3581
N eventi: 6451129
Calibrazione: E = 0 * C^2 + 1 * C + 0
Canale	Energia	Eventi
0	0	0
1	1	0
2	2	0
3	3	0
4	4	0
5	5	0
6	6	0
7	7	0
8	8	0
9	9	0
10	10	0
11	11	0
12	12	0
13	13	0
14	14	0
15	15	0
16	16	0
17	17	0
18	18	0
19	19	0
20	20	0
21	21	0
22	22	0
23	23	0
24	24	0
25	25	0
26	26	0
27	27	0
28	28	0
29	29	0
30	30	0
31	31	0
32	32	0
33	33	0
34	34	0
35	35	1
36	36	0
37	37	0
38	38	0
39	39	0
40	40	0
41	41	1
42	42	1
43	43	0
44	44	1
45	45	0
46	46	0
47	47	0
48	48	3
49	49	6
50	50	7
51	51	4
52	52	23
53	53	19
54	54	24
55	55	32
56	56	78
57	57	103
58	58	128
59	59	157
60	60	165
61	61	190
62	62	207
63	63	203
64	64	207
65	65	224
66	66	225
67	67	197
68	68	202
69	69	233
70	70	228
71	71	222
72	72	218
73	73	223
74	74	225
75	75	271
76	76	249
77	77	249
78	78	229
79	79	242
80	80	257
81	81	283
82	82	337
83	83	309
84	84	318
85	85	290
86	86	351
87	87	304
88	88	299
89	89	276
90	90	252
91	91	252
92	92	244
93	93	240
94	94	220
95	95	205
96	96	219
97	97	221
98	98	197
99	99	174
100	100	179
101	101	171
102	102	153
103	103	146
104	104	176
105	105	165
106	106	165
107	107	177
108	108	185
109	109	156
110	110	137
111	111	137
112	112	131
113	113	130
114	114	107
115	115	114
116	116	109
117	117	93
118	118	86
119	119	107
120	120	87
121	121	92
122	122	105
123	123	84
124	124	87
125	125	71
126	126	79
127	127	70
128	128	57
129	129	51
130	130	71
131	131	61
132	132	60
133	133	61
134	134	71
135	135	90
136	136	106
137	137	124
138	138	139
139	139	160
140	140	207
141	141	288
142	142	333
143	143	413
144	144	521
145	145	597
146	146	728
147	147	765
148	148	902
149	149	970
150	150	1093
151	151	1254
152	152	1361
153	153	1466
154	154	1459
155	155	1498
156	156	1559
157	157	1418
158	158	1241
159	159	1163
160	160	1089
161	161	1110
162	162	1073
163	163	1105
164	164	1026
165	165	1071
166	166	1148
167	167	1030
168	168	1080
169	169	983
170	170	994
171	171	1063
172	172	1006
173	173	1053
174	174	1080
175	175	1116
176	176	1179
177	177	1080
178	178	1079
179	179	1154
180	180	1181
181	181	1104
182	182	1071
183	183	1015
184	184	990
185	185	953
186	186	946
187	187	885
188	188	898
189	189	925
190	190	900
191	191	910
192	192	896
193	193	950
194	194	932
195	195	963
196	196	960
197	197	1053
198	198	1007
199	199	1057
200	200	1131
201	201	1203
202	202	1249
203	203	1436
204	204	1504
205	205	1626
206	206	1691
207	207	1714
208	208	1794
209	209	1716
210	210	1824
211	211	1836
212	212	1848
213	213	1890
214	214	1940
215	215	1998
216	216	2024
217	217	2103
218	218	2176
219	219	2331
220	220	2362
221	221	2378
222	222	2471
223	223	2584
224	224	2718
225	225	2873
226	226	3075
227	227	3389
228	228	3745
229	229	4014
230	230	4395
231	231	4905
232	232	5527
233	233	6006
234	234	6697
235	235	6967
236	236	7210
237	237	7494
238	238	7303
239	239	7348
240	240	7358
241	241	7244
242	242	7338
243	243	7140
244	244	7128
245	245	6953
246	246	6797
247	247	6512
248	248	6335
249	249	6130
250	250	5877
251	251	5564
252	252	5361
253	253	5260
254	254	5067
255	255	5114
256	256	4995
257	257	4959
258	258	4875
259	259	4909
260	260	4987
261	261	5068
262	262	5130
263	263	4978
264	264	4611
265	265	4333
266	266	4144
267	267	3863
268	268	3597
269	269	3369
270	270	3224
271	271	3145
272	272	3066
273	273	2901
274	274	2735
275	275	2611
276	276	2475
277	277	2375
278	278	2255
279	279	2124
280	280	2003
281	281	1990
282	282	1874
283	283	1871
284	284	1766
285	285	1843
286	286	1835
287	287	1792
288	288	1736
289	289	1780
290	290	1821
291	291	1682
292	292	1609
293	293	1521
294	294	1489
295	295	1442
296	296	1285
297	297	1327
298	298	1275
299	299	1206
300	300	1141
301	301	1122
302	302	1069
303	303	1074
304	304	1062
305	305	1015
306	306	967
307	307	849
308	308	906
309	309	852
310	310	845
311	311	906
312	312	861
313	313	859
314	314	848
315	315	871
316	316	861
317	317	821
318	318	804
319	319	783
320	320	750
321	321	807
322	322	723
323	323	731
324	324	772
325	325	706
326	326	693
327	327	646
328	328	635
329	329	647
330	330	673
331	331	677
332	332	620
333	333	645
334	334	629
335	335	635
336	336	619
337	337	597
338	338	602
339	339	626
340	340	584
341	341	643
342	342	578
343	343	584
344	344	576
345	345	631
346	346	536
347	347	583
348	348	580
349	349	518
350	350	584
351	351	579
352	352	550
353	353	559
354	354	585
355	355	590
356	356	530
357	357	570
358	358	531
359	359	603
360	360	519
361	361	531
362	362	561
363	363	553
364	364	586
365	365	524
366	366	566
367	367	605
368	368	540
369	369	536
370	370	610
371	371	589
372	372	581
373	373	542
374	374	567
375	375	566
376	376	551
377	377	538
378	378	556
379	379	556
380	380	523
381	381	575
382	382	568
383	383	531
384	384	583
385	385	559
386	386	549
387	387	590
388	388	581
389	389	587
390	390	609
391	391	555
392	392	574
393	393	602
394	394	607
395	395	574
396	396	593
397	397	607
398	398	579
399	399	551
400	400	568
401	401	578
402	402	614
403	403	605
404	404	577
405	405	598
406	406	635
407	407	542
408	408	592
409	409	605
410	410	642
411	411	560
412	412	612
413	413	616
414	414	589
415	415	638
416	416	583
417	417	578
418	418	601
419	419	634
420	420	620
421	421	624
422	422	585
423	423	683
424	424	587
425	425	650
426	426	620
427	427	614
428	428	621
429	429	649
430	430	655
431	431	637
432	432	673
433	433	620
434	434	659
435	435	668
436	436	662
437	437	619
438	438	656
439	439	658
440	440	695
441	441	677
442	442	647
443	443	697
444	444	652
445	445	689
446	446	676
447	447	659
448	448	686
449	449	701
450	450	702
451	451	681
452	452	685
453	453	695
454	454	680
455	455	673
456	456	664
457	457	694
458	458	658
459	459	673
460	460	696
461	461	731
462	462	629
463	463	653
464	464	686
465	465	697
466	466	652
467	467	705
468	468	691
469	469	739
470	470	740
471	471	720
472	472	712
473	473	749
474	474	739
475	475	672
476	476	747
477	477	704
478	478	716
479	479	722
480	480	698
481	481	747
482	482	684
483	483	726
484	484	761
485	485	710
486	486	686
487	487	735
488	488	710
489	489	685
490	490	729
491	491	718
492	492	730
493	493	722
494	494	748
495	495	707
496	496	711
497	497	819
498	498	666
499	499	768
500	500	754
501	501	788
502	502	702
503	503	801
504	504	733
505	505	743
506	506	785
507	507	719
508	508	746
509	509	724
510	510	762
511	511	713
512	512	740
513	513	763
514	514	780
515	515	814
516	516	731
517	517	757
518	518	754
519	519	762
520	520	754
521	521	731
522	522	751
523	523	739
524	524	755
525	525	814
526	526	758
527	527	752
528	528	738
529	529	754
530	530	767
531	531	767
532	532	762
533	533	752
534	534	739
535	535	773
536	536	757
537	537	758
538	538	735
539	539	758
540	540	746
541	541	815
542	542	807
543	543	751
544	544	762
545	545	715
546	546	790
547	547	765
548	548	728
549	549	762
550	550	771
551	551	748
552	552	748
553	553	741
554	554	737
555	555	720
556	556	741
557	557	811
558	558	754
559	559	784
560	560	738
561	561	742
562	562	782
563	563	771
564	564	765
565	565	764
566	566	799
567	567	808
568	568	765
569	569	793
570	570	792
571	571	731
572	572	816
573	573	747
574	574	755
575	575	802
576	576	740
577	577	824
578	578	751
579	579	802
580	580	763
581	581	773
582	582	721
583	583	711
584	584	717
585	585	784
586	586	765
587	587	764
588	588	774
589	589	806
590	590	749
591	591	784
592	592	732
593	593	792
594	594	769
595	595	753
596	596	841
597	597	716
598	598	739
599	599	748
