Descrizione Campione: 
Inizio misura: 28-05-24 13:49:57
RealTime: 3598
LiveTime: 3579
N eventi: 6560119
Calibrazione: E = 0 * C^2 + 1 * C + 0
Canale	Energia	Eventi
0	0	0
1	1	0
2	2	0
3	3	0
4	4	0
5	5	0
6	6	0
7	7	0
8	8	0
9	9	0
10	10	0
11	11	0
12	12	0
13	13	0
14	14	0
15	15	0
16	16	0
17	17	0
18	18	0
19	19	0
20	20	0
21	21	0
22	22	0
23	23	0
24	24	0
25	25	0
26	26	0
27	27	0
28	28	0
29	29	0
30	30	0
31	31	0
32	32	0
33	33	0
34	34	0
35	35	0
36	36	0
37	37	0
38	38	0
39	39	0
40	40	0
41	41	0
42	42	0
43	43	0
44	44	1
45	45	1
46	46	5
47	47	5
48	48	10
49	49	15
50	50	41
51	51	61
52	52	110
53	53	190
54	54	364
55	55	772
56	56	1516
57	57	2393
58	58	2758
59	59	2369
60	60	1774
61	61	1357
62	62	1263
63	63	1124
64	64	1184
65	65	1205
66	66	1243
67	67	1366
68	68	1399
69	69	1604
70	70	1759
71	71	1866
72	72	1957
73	73	2132
74	74	2320
75	75	2642
76	76	2936
77	77	3170
78	78	3350
79	79	2825
80	80	1935
81	81	1438
82	82	1103
83	83	969
84	84	958
85	85	874
86	86	810
87	87	818
88	88	878
89	89	932
90	90	999
91	91	1289
92	92	1629
93	93	2521
94	94	3345
95	95	3621
96	96	3777
97	97	3924
98	98	4331
99	99	4781
100	100	5273
101	101	5787
102	102	6440
103	103	6956
104	104	7807
105	105	8397
106	106	8883
107	107	9317
108	108	9340
109	109	9701
110	110	9382
111	111	9540
112	112	9305
113	113	8971
114	114	8394
115	115	7784
116	116	7529
117	117	7096
118	118	6471
119	119	5950
120	120	5666
121	121	5378
122	122	5109
123	123	5046
124	124	4767
125	125	4638
126	126	4618
127	127	4516
128	128	4675
129	129	4629
130	130	4674
131	131	4755
132	132	4849
133	133	5000
134	134	4964
135	135	5101
136	136	5048
137	137	4996
138	138	4849
139	139	4491
140	140	4173
141	141	3852
142	142	3685
143	143	3461
144	144	3505
145	145	3449
146	146	3468
147	147	3518
148	148	3671
149	149	3887
150	150	4408
151	151	4845
152	152	5339
153	153	6088
154	154	6771
155	155	7409
156	156	8114
157	157	8378
158	158	8466
159	159	7822
160	160	7052
161	161	6134
162	162	5516
163	163	4816
164	164	4464
165	165	4165
166	166	3904
167	167	3556
168	168	3417
169	169	3168
170	170	3017
171	171	2763
172	172	2761
173	173	2570
174	174	2459
175	175	2467
176	176	2408
177	177	2295
178	178	2299
179	179	2143
180	180	1940
181	181	1750
182	182	1625
183	183	1355
184	184	1334
185	185	1272
186	186	1246
187	187	1206
188	188	1197
189	189	1156
190	190	1062
191	191	1079
192	192	1116
193	193	1116
194	194	1040
195	195	1059
196	196	1007
197	197	1009
198	198	988
199	199	947
200	200	960
201	201	893
202	202	850
203	203	819
204	204	796
205	205	847
206	206	886
207	207	826
208	208	876
209	209	831
210	210	865
211	211	884
212	212	866
213	213	879
214	214	842
215	215	816
216	216	805
217	217	796
218	218	858
219	219	802
220	220	888
221	221	798
222	222	840
223	223	812
224	224	769
225	225	835
226	226	791
227	227	847
228	228	879
229	229	831
230	230	858
231	231	845
232	232	821
233	233	793
234	234	929
235	235	846
236	236	918
237	237	900
238	238	904
239	239	876
240	240	866
241	241	829
242	242	894
243	243	873
244	244	901
245	245	964
246	246	902
247	247	885
248	248	940
249	249	845
250	250	883
251	251	961
252	252	928
253	253	956
254	254	904
255	255	957
256	256	924
257	257	940
258	258	948
259	259	942
260	260	918
261	261	915
262	262	1007
263	263	999
264	264	980
265	265	947
266	266	1032
267	267	974
268	268	1069
269	269	1001
270	270	984
271	271	1032
272	272	1039
273	273	1038
274	274	1033
275	275	1086
276	276	1046
277	277	986
278	278	1039
279	279	1031
280	280	1010
281	281	1092
282	282	1028
283	283	1081
284	284	989
285	285	1091
286	286	1068
287	287	1142
288	288	1096
289	289	1083
290	290	1124
291	291	1082
292	292	1073
293	293	1134
294	294	1163
295	295	1094
296	296	1119
297	297	1098
298	298	1182
299	299	1188
300	300	1145
301	301	1134
302	302	1110
303	303	1181
304	304	1202
305	305	1164
306	306	1164
307	307	1189
308	308	1218
309	309	1204
310	310	1162
311	311	1139
312	312	1221
313	313	1184
314	314	1169
315	315	1260
316	316	1184
317	317	1194
318	318	1174
319	319	1207
320	320	1191
321	321	1241
322	322	1153
323	323	1126
324	324	1168
325	325	1215
326	326	1242
327	327	1230
328	328	1229
329	329	1225
330	330	1252
331	331	1242
332	332	1238
333	333	1222
334	334	1257
335	335	1249
336	336	1238
337	337	1250
338	338	1217
339	339	1195
340	340	1235
341	341	1291
342	342	1203
343	343	1218
344	344	1247
345	345	1190
346	346	1207
347	347	1195
348	348	1208
349	349	1308
350	350	1277
351	351	1315
352	352	1233
353	353	1238
354	354	1248
355	355	1231
356	356	1239
357	357	1231
358	358	1205
359	359	1210
360	360	1220
361	361	1193
362	362	1195
363	363	1229
364	364	1240
365	365	1227
366	366	1271
367	367	1233
368	368	1219
369	369	1272
370	370	1271
371	371	1175
372	372	1259
373	373	1259
374	374	1203
375	375	1220
376	376	1218
377	377	1225
378	378	1216
379	379	1215
380	380	1227
381	381	1119
382	382	1205
383	383	1185
384	384	1274
385	385	1234
386	386	1247
387	387	1231
388	388	1217
389	389	1197
390	390	1175
391	391	1263
392	392	1164
393	393	1123
394	394	1145
395	395	1176
396	396	1187
397	397	1111
398	398	1183
399	399	1097
400	400	1220
401	401	1120
402	402	1192
403	403	1162
404	404	1132
405	405	1154
406	406	1156
407	407	1100
408	408	1170
409	409	1122
410	410	1152
411	411	1148
412	412	1156
413	413	1133
414	414	1187
415	415	1140
416	416	1094
417	417	1080
418	418	1057
419	419	1065
420	420	1096
421	421	1111
422	422	1102
423	423	1120
424	424	1103
425	425	1052
426	426	1072
427	427	1041
428	428	1043
429	429	1091
430	430	1048
431	431	1040
432	432	1014
433	433	979
434	434	1010
435	435	1085
436	436	1010
437	437	1035
438	438	1024
439	439	1054
440	440	988
441	441	936
442	442	1021
443	443	998
444	444	991
445	445	1009
446	446	999
447	447	1028
448	448	992
449	449	964
450	450	945
451	451	972
452	452	923
453	453	931
454	454	960
455	455	992
456	456	944
457	457	934
458	458	854
459	459	915
460	460	916
461	461	872
462	462	902
463	463	871
464	464	884
465	465	908
466	466	877
467	467	785
468	468	872
469	469	836
470	470	828
471	471	848
472	472	808
473	473	883
474	474	838
475	475	828
476	476	826
477	477	816
478	478	849
479	479	782
480	480	784
481	481	813
482	482	799
483	483	773
484	484	806
485	485	775
486	486	765
487	487	786
488	488	774
489	489	775
490	490	696
491	491	772
492	492	796
493	493	812
494	494	744
495	495	733
496	496	703
497	497	729
498	498	715
499	499	704
500	500	700
501	501	663
502	502	690
503	503	667
504	504	676
505	505	701
506	506	691
507	507	614
508	508	657
509	509	671
510	510	670
511	511	649
512	512	679
513	513	653
514	514	649
515	515	644
516	516	648
517	517	616
518	518	646
519	519	623
520	520	613
521	521	617
522	522	606
523	523	572
524	524	602
525	525	601
526	526	624
527	527	600
528	528	576
529	529	577
530	530	564
531	531	559
532	532	569
533	533	580
534	534	565
535	535	568
536	536	531
537	537	549
538	538	531
539	539	561
540	540	556
541	541	533
542	542	547
543	543	550
544	544	559
545	545	530
546	546	503
547	547	497
548	548	521
549	549	487
550	550	474
551	551	492
552	552	509
553	553	492
554	554	512
555	555	458
556	556	453
557	557	484
558	558	466
559	559	464
560	560	488
561	561	434
562	562	429
563	563	456
564	564	513
565	565	437
566	566	445
567	567	414
568	568	427
569	569	418
570	570	413
571	571	428
572	572	411
