Descrizione Campione: 
Inizio misura: 29-05-24 08:41:39
RealTime: 3598
LiveTime: 3581
N eventi: 6073991
Calibrazione: E = 0 * C^2 + 1 * C + 0
Canale	Energia	Eventi
0	0	0
1	1	0
2	2	0
3	3	0
4	4	0
5	5	0
6	6	0
7	7	0
8	8	0
9	9	0
10	10	0
11	11	0
12	12	0
13	13	0
14	14	0
15	15	0
16	16	0
17	17	0
18	18	0
19	19	0
20	20	0
21	21	0
22	22	0
23	23	0
24	24	0
25	25	0
26	26	0
27	27	0
28	28	0
29	29	0
30	30	0
31	31	0
32	32	0
33	33	0
34	34	0
35	35	0
36	36	0
37	37	0
38	38	0
39	39	0
40	40	0
41	41	0
42	42	0
43	43	0
44	44	0
45	45	1
46	46	0
47	47	0
48	48	3
49	49	1
50	50	9
51	51	15
52	52	23
53	53	58
54	54	130
55	55	214
56	56	483
57	57	860
58	58	1205
59	59	1096
60	60	826
61	61	543
62	62	383
63	63	349
64	64	353
65	65	338
66	66	352
67	67	423
68	68	459
69	69	475
70	70	504
71	71	620
72	72	597
73	73	692
74	74	833
75	75	747
76	76	562
77	77	359
78	78	252
79	79	191
80	80	196
81	81	185
82	82	183
83	83	166
84	84	152
85	85	155
86	86	140
87	87	159
88	88	212
89	89	278
90	90	318
91	91	417
92	92	502
93	93	686
94	94	899
95	95	1288
96	96	1734
97	97	2218
98	98	2544
99	99	2614
100	100	2658
101	101	2418
102	102	2019
103	103	1847
104	104	1514
105	105	1387
106	106	1309
107	107	1184
108	108	1158
109	109	1113
110	110	1076
111	111	1002
112	112	891
113	113	835
114	114	789
115	115	728
116	116	689
117	117	571
118	118	494
119	119	450
120	120	375
121	121	350
122	122	340
123	123	323
124	124	286
125	125	281
126	126	277
127	127	304
128	128	318
129	129	328
130	130	326
131	131	320
132	132	331
133	133	346
134	134	328
135	135	292
136	136	276
137	137	315
138	138	307
139	139	360
140	140	379
141	141	405
142	142	457
143	143	521
144	144	552
145	145	632
146	146	712
147	147	690
148	148	811
149	149	862
150	150	984
151	151	1014
152	152	1009
153	153	1015
154	154	1057
155	155	1079
156	156	1133
157	157	1145
158	158	1253
159	159	1167
160	160	1184
161	161	1171
162	162	1242
163	163	1151
164	164	1183
165	165	1087
166	166	1131
167	167	1088
168	168	1087
169	169	1083
170	170	1088
171	171	1141
172	172	1183
173	173	1233
174	174	1212
175	175	1239
176	176	1240
177	177	1301
178	178	1220
179	179	1213
180	180	1202
181	181	1244
182	182	1218
183	183	1248
184	184	1223
185	185	1205
186	186	1256
187	187	1281
188	188	1347
189	189	1379
190	190	1344
191	191	1373
192	192	1404
193	193	1375
194	194	1425
195	195	1313
196	196	1423
197	197	1299
198	198	1396
199	199	1334
200	200	1376
201	201	1355
202	202	1454
203	203	1414
204	204	1408
205	205	1569
206	206	1541
207	207	1563
208	208	1542
209	209	1432
210	210	1557
211	211	1506
212	212	1513
213	213	1519
214	214	1522
215	215	1453
216	216	1506
217	217	1465
218	218	1536
219	219	1565
220	220	1590
221	221	1598
222	222	1613
223	223	1507
224	224	1617
225	225	1584
226	226	1690
227	227	1593
228	228	1582
229	229	1625
230	230	1588
231	231	1606
232	232	1607
233	233	1724
234	234	1670
235	235	1629
236	236	1698
237	237	1646
238	238	1652
239	239	1729
240	240	1615
241	241	1695
242	242	1663
243	243	1670
244	244	1764
245	245	1680
246	246	1666
247	247	1666
248	248	1739
249	249	1680
250	250	1728
251	251	1750
252	252	1661
253	253	1727
254	254	1834
255	255	1749
256	256	1711
257	257	1719
258	258	1778
259	259	1723
260	260	1657
261	261	1753
262	262	1749
263	263	1696
264	264	1711
265	265	1650
266	266	1764
267	267	1629
268	268	1770
269	269	1689
270	270	1718
271	271	1705
272	272	1723
273	273	1720
274	274	1740
275	275	1658
276	276	1690
277	277	1645
278	278	1679
279	279	1698
280	280	1652
281	281	1705
282	282	1665
283	283	1705
284	284	1612
285	285	1595
286	286	1694
287	287	1688
288	288	1633
289	289	1658
290	290	1624
291	291	1612
292	292	1745
293	293	1597
294	294	1566
295	295	1661
296	296	1547
297	297	1575
298	298	1606
299	299	1566
300	300	1572
301	301	1545
302	302	1570
303	303	1533
304	304	1618
305	305	1517
306	306	1444
307	307	1533
308	308	1520
309	309	1512
310	310	1490
311	311	1450
312	312	1517
313	313	1472
314	314	1550
315	315	1414
316	316	1376
317	317	1417
318	318	1385
319	319	1395
320	320	1431
321	321	1400
322	322	1426
323	323	1376
324	324	1380
325	325	1374
326	326	1391
327	327	1415
328	328	1297
329	329	1313
330	330	1309
331	331	1339
332	332	1296
333	333	1268
334	334	1300
335	335	1265
336	336	1290
337	337	1317
338	338	1185
339	339	1156
340	340	1175
341	341	1184
342	342	1217
343	343	1165
344	344	1202
345	345	1202
346	346	1143
347	347	1199
348	348	1107
349	349	1156
350	350	1136
351	351	1133
352	352	1167
353	353	1090
354	354	1109
355	355	1033
356	356	1130
357	357	1120
358	358	1056
359	359	1014
360	360	1090
361	361	1067
362	362	1053
363	363	986
364	364	989
365	365	999
366	366	1000
367	367	1026
368	368	1007
369	369	955
370	370	954
371	371	940
372	372	884
373	373	942
374	374	890
375	375	865
376	376	891
377	377	888
378	378	876
379	379	913
380	380	843
381	381	860
382	382	805
383	383	860
384	384	885
385	385	750
386	386	834
387	387	814
388	388	747
389	389	829
390	390	828
391	391	782
392	392	786
393	393	714
394	394	746
395	395	757
396	396	700
397	397	729
398	398	733
399	399	680
400	400	746
401	401	654
402	402	713
403	403	742
404	404	712
405	405	719
406	406	682
407	407	634
408	408	658
409	409	667
410	410	621
411	411	621
412	412	574
413	413	637
414	414	618
415	415	599
416	416	552
417	417	609
418	418	615
419	419	608
420	420	558
421	421	571
422	422	573
423	423	576
424	424	535
425	425	571
426	426	547
427	427	536
428	428	548
429	429	500
430	430	520
431	431	556
432	432	472
433	433	520
434	434	523
435	435	503
436	436	479
437	437	468
438	438	459
439	439	474
440	440	464
441	441	439
442	442	447
443	443	463
444	444	426
445	445	476
446	446	478
447	447	427
448	448	453
449	449	415
450	450	393
451	451	410
452	452	434
453	453	390
454	454	426
455	455	436
456	456	384
457	457	399
458	458	418
459	459	403
460	460	366
461	461	412
462	462	379
463	463	379
464	464	374
465	465	357
466	466	369
467	467	350
468	468	373
469	469	349
470	470	358
471	471	350
472	472	318
473	473	359
474	474	335
475	475	325
476	476	369
477	477	337
478	478	345
479	479	306
480	480	352
481	481	316
482	482	325
483	483	273
484	484	287
485	485	303
486	486	297
487	487	296
488	488	308
489	489	285
490	490	304
491	491	290
492	492	275
493	493	281
494	494	293
495	495	285
496	496	276
497	497	270
498	498	277
499	499	283
500	500	284
501	501	248
502	502	271
503	503	271
504	504	282
505	505	249
506	506	276
507	507	252
508	508	269
509	509	267
510	510	262
511	511	263
512	512	256
513	513	240
514	514	259
515	515	224
516	516	254
517	517	237
518	518	238
519	519	247
520	520	244
521	521	227
522	522	253
523	523	269
524	524	218
525	525	261
526	526	228
527	527	275
528	528	228
529	529	218
530	530	228
531	531	216
532	532	228
533	533	222
534	534	234
535	535	199
536	536	233
537	537	227
538	538	246
539	539	215
540	540	240
541	541	229
542	542	232
543	543	204
544	544	232
545	545	211
546	546	246
547	547	221
548	548	196
549	549	212
550	550	219
551	551	235
552	552	212
553	553	217
554	554	220
555	555	202
556	556	210
557	557	246
558	558	202
559	559	234
560	560	213
561	561	226
562	562	205
563	563	221
564	564	214
565	565	203
566	566	168
567	567	200
568	568	189
569	569	229
570	570	188
571	571	205
572	572	220
573	573	193
574	574	199
575	575	212
576	576	206
577	577	228
578	578	216
579	579	216
580	580	220
581	581	198
582	582	202
583	583	213
584	584	188
