Descrizione Campione: 
Inizio misura: 10-11-23 15:33:47
RealTime: 317
LiveTime: 316
N eventi: 263239
Calibrazione: E = 0 * C^2 + 1 * C + 0
Canale	Energia	Eventi
0	0	0
1	1	0
2	2	2
3	3	1
4	4	0
5	5	1
6	6	0
7	7	0
8	8	0
9	9	1
10	10	0
11	11	0
12	12	0
13	13	0
14	14	0
15	15	0
16	16	0
17	17	0
18	18	0
19	19	0
20	20	0
21	21	1
22	22	0
23	23	0
24	24	0
25	25	0
26	26	0
27	27	0
28	28	0
29	29	0
30	30	1
31	31	0
32	32	1
33	33	0
34	34	0
35	35	0
36	36	0
37	37	0
38	38	0
39	39	1
40	40	0
41	41	0
42	42	0
43	43	1
44	44	1
45	45	0
46	46	0
47	47	0
48	48	0
49	49	1
50	50	2
51	51	0
52	52	1
53	53	0
54	54	1
55	55	0
56	56	1
57	57	0
58	58	1
59	59	1
60	60	0
61	61	0
62	62	1
63	63	0
64	64	1
65	65	0
66	66	1
67	67	3
68	68	1
69	69	1
70	70	0
71	71	2
72	72	2
73	73	1
74	74	4
75	75	0
76	76	3
77	77	2
78	78	2
79	79	2
80	80	1
81	81	2
82	82	3
83	83	3
84	84	0
85	85	2
86	86	2
87	87	2
88	88	2
89	89	2
90	90	2
91	91	2
92	92	2
93	93	1
94	94	3
95	95	4
96	96	1
97	97	1
98	98	2
99	99	3
100	100	2
101	101	3
102	102	3
103	103	3
104	104	3
105	105	4
106	106	0
107	107	0
108	108	3
109	109	5
110	110	1
111	111	6
112	112	2
113	113	8
114	114	26
115	115	26
116	116	43
117	117	35
118	118	44
119	119	36
120	120	42
121	121	38
122	122	35
123	123	28
124	124	30
125	125	24
126	126	24
127	127	30
128	128	27
129	129	27
130	130	26
131	131	21
132	132	33
133	133	15
134	134	14
135	135	25
136	136	20
137	137	26
138	138	25
139	139	25
140	140	24
141	141	19
142	142	18
143	143	16
144	144	19
145	145	25
146	146	18
147	147	19
148	148	19
149	149	18
150	150	25
151	151	16
152	152	17
153	153	24
154	154	22
155	155	19
156	156	23
157	157	21
158	158	17
159	159	14
160	160	17
161	161	21
162	162	21
163	163	23
164	164	16
165	165	16
166	166	22
167	167	20
168	168	24
169	169	18
170	170	16
171	171	23
172	172	23
173	173	16
174	174	22
175	175	24
176	176	16
177	177	28
178	178	22
179	179	22
180	180	20
181	181	24
182	182	17
183	183	18
184	184	19
185	185	19
186	186	23
187	187	15
188	188	22
189	189	19
190	190	31
191	191	17
192	192	27
193	193	27
194	194	19
195	195	19
196	196	28
197	197	27
198	198	20
199	199	21
200	200	35
201	201	37
202	202	31
203	203	20
204	204	27
205	205	34
206	206	26
207	207	27
208	208	30
209	209	28
210	210	25
211	211	41
212	212	45
213	213	23
214	214	35
215	215	28
216	216	22
217	217	30
218	218	30
219	219	24
220	220	45
221	221	26
222	222	32
223	223	36
224	224	31
225	225	42
226	226	28
227	227	30
228	228	38
229	229	31
230	230	46
231	231	25
232	232	34
233	233	33
234	234	38
235	235	30
236	236	30
237	237	45
238	238	37
239	239	38
240	240	57
241	241	41
242	242	36
243	243	46
244	244	47
245	245	38
246	246	28
247	247	38
248	248	41
249	249	39
250	250	40
251	251	36
252	252	45
253	253	44
254	254	36
255	255	40
256	256	40
257	257	38
258	258	38
259	259	40
260	260	35
261	261	21
262	262	47
263	263	44
264	264	33
265	265	38
266	266	37
267	267	29
268	268	39
269	269	43
270	270	25
271	271	38
272	272	54
273	273	34
274	274	38
275	275	39
276	276	30
277	277	44
278	278	39
279	279	30
280	280	40
281	281	35
282	282	44
283	283	47
284	284	46
285	285	32
286	286	38
287	287	37
288	288	40
289	289	36
290	290	41
291	291	38
292	292	49
293	293	39
294	294	42
295	295	48
296	296	33
297	297	46
298	298	36
299	299	36
300	300	33
301	301	31
302	302	47
303	303	39
304	304	40
305	305	35
306	306	45
307	307	58
308	308	35
309	309	19
310	310	40
311	311	26
312	312	32
313	313	36
314	314	23
315	315	30
316	316	32
317	317	30
318	318	15
319	319	30
320	320	46
321	321	30
322	322	37
323	323	31
324	324	32
325	325	27
326	326	30
327	327	29
328	328	24
329	329	31
330	330	39
331	331	29
332	332	29
333	333	31
334	334	33
335	335	22
336	336	26
337	337	22
338	338	26
339	339	21
340	340	22
341	341	24
342	342	26
343	343	21
344	344	22
345	345	17
346	346	26
347	347	17
348	348	11
349	349	16
350	350	24
351	351	22
352	352	21
353	353	18
354	354	25
355	355	27
356	356	27
357	357	22
358	358	29
359	359	24
360	360	15
361	361	21
362	362	34
363	363	23
364	364	26
365	365	26
366	366	26
367	367	18
368	368	18
369	369	21
370	370	18
371	371	17
372	372	18
373	373	20
374	374	31
375	375	24
376	376	16
377	377	21
378	378	25
379	379	23
380	380	23
381	381	20
382	382	15
383	383	15
384	384	19
385	385	16
386	386	16
387	387	19
388	388	25
389	389	19
390	390	13
391	391	15
392	392	17
393	393	13
394	394	14
395	395	18
396	396	17
397	397	18
398	398	22
399	399	26
400	400	15
401	401	17
402	402	22
403	403	15
404	404	16
405	405	13
406	406	22
407	407	18
408	408	12
409	409	14
410	410	18
411	411	24
412	412	16
413	413	12
414	414	15
415	415	21
416	416	15
417	417	16
418	418	10
419	419	15
420	420	21
421	421	21
422	422	28
423	423	22
424	424	13
425	425	17
426	426	14
427	427	11
428	428	16
429	429	18
430	430	22
431	431	15
432	432	20
433	433	27
434	434	20
435	435	15
436	436	21
437	437	20
438	438	30
439	439	20
440	440	24
441	441	23
442	442	27
443	443	25
444	444	25
445	445	17
446	446	15
447	447	20
448	448	21
449	449	27
450	450	20
451	451	25
452	452	29
453	453	20
454	454	28
455	455	16
456	456	31
457	457	22
458	458	30
459	459	24
460	460	28
461	461	32
462	462	17
463	463	18
464	464	32
465	465	23
466	466	29
467	467	34
468	468	28
469	469	27
470	470	35
471	471	28
472	472	34
473	473	37
474	474	37
475	475	27
476	476	35
477	477	36
478	478	37
479	479	41
480	480	45
481	481	34
482	482	44
483	483	35
484	484	39
485	485	42
486	486	33
487	487	47
488	488	45
489	489	53
490	490	34
491	491	34
492	492	44
493	493	36
494	494	52
495	495	55
496	496	46
497	497	43
498	498	60
499	499	46
500	500	43
501	501	57
502	502	48
503	503	56
504	504	53
505	505	55
506	506	50
507	507	41
508	508	59
509	509	72
510	510	59
511	511	55
512	512	60
513	513	55
514	514	59
515	515	63
516	516	71
517	517	79
518	518	70
519	519	62
520	520	63
521	521	91
522	522	70
523	523	73
524	524	74
525	525	57
526	526	75
527	527	66
528	528	82
529	529	65
530	530	78
531	531	81
532	532	76
533	533	86
534	534	77
535	535	91
536	536	94
537	537	87
538	538	101
539	539	95
540	540	77
541	541	82
542	542	87
543	543	99
544	544	75
545	545	90
546	546	101
547	547	110
548	548	120
549	549	91
550	550	88
551	551	133
552	552	116
553	553	88
554	554	104
555	555	120
556	556	90
557	557	109
558	558	122
559	559	123
560	560	99
561	561	114
562	562	112
563	563	84
564	564	125
565	565	132
566	566	133
567	567	130
568	568	110
569	569	106
570	570	121
571	571	119
572	572	121
573	573	135
574	574	144
575	575	122
576	576	150
577	577	141
578	578	131
579	579	155
580	580	112
581	581	137
582	582	149
583	583	136
584	584	140
585	585	117
586	586	137
587	587	137
588	588	141
589	589	129
590	590	144
591	591	133
592	592	134
593	593	158
594	594	140
595	595	183
596	596	163
597	597	148
598	598	167
599	599	158
600	600	183
601	601	149
602	602	157
603	603	154
604	604	149
605	605	158
606	606	162
607	607	146
608	608	150
609	609	140
610	610	136
611	611	156
612	612	163
613	613	184
614	614	136
615	615	157
616	616	158
617	617	167
618	618	154
619	619	165
620	620	148
621	621	164
622	622	177
623	623	156
