Descrizione Campione: 
Inizio misura: 10-11-23 14:45:25
RealTime: 345
LiveTime: 344
N eventi: 281493
Calibrazione: E = 0 * C^2 + 1 * C + 0
Canale	Energia	Eventi
0	0	0
1	1	0
2	2	0
3	3	0
4	4	0
5	5	0
6	6	0
7	7	1
8	8	0
9	9	0
10	10	0
11	11	0
12	12	0
13	13	1
14	14	1
15	15	0
16	16	0
17	17	0
18	18	0
19	19	0
20	20	0
21	21	0
22	22	0
23	23	0
24	24	0
25	25	0
26	26	0
27	27	0
28	28	0
29	29	0
30	30	0
31	31	0
32	32	0
33	33	0
34	34	0
35	35	0
36	36	0
37	37	0
38	38	0
39	39	0
40	40	0
41	41	0
42	42	0
43	43	0
44	44	0
45	45	0
46	46	0
47	47	0
48	48	0
49	49	0
50	50	0
51	51	0
52	52	0
53	53	0
54	54	2
55	55	0
56	56	0
57	57	0
58	58	0
59	59	1
60	60	0
61	61	0
62	62	0
63	63	0
64	64	0
65	65	0
66	66	0
67	67	0
68	68	0
69	69	0
70	70	0
71	71	0
72	72	0
73	73	0
74	74	0
75	75	0
76	76	0
77	77	0
78	78	0
79	79	2
80	80	1
81	81	1
82	82	1
83	83	2
84	84	1
85	85	2
86	86	1
87	87	2
88	88	5
89	89	1
90	90	0
91	91	3
92	92	4
93	93	3
94	94	1
95	95	2
96	96	2
97	97	3
98	98	1
99	99	6
100	100	2
101	101	2
102	102	0
103	103	2
104	104	4
105	105	6
106	106	5
107	107	8
108	108	17
109	109	36
110	110	36
111	111	32
112	112	30
113	113	45
114	114	51
115	115	29
116	116	39
117	117	51
118	118	31
119	119	39
120	120	31
121	121	37
122	122	36
123	123	38
124	124	43
125	125	46
126	126	40
127	127	43
128	128	34
129	129	37
130	130	28
131	131	30
132	132	32
133	133	32
134	134	31
135	135	35
136	136	42
137	137	25
138	138	24
139	139	45
140	140	41
141	141	32
142	142	41
143	143	33
144	144	32
145	145	42
146	146	50
147	147	36
148	148	51
149	149	47
150	150	41
151	151	42
152	152	39
153	153	34
154	154	27
155	155	50
156	156	44
157	157	38
158	158	37
159	159	35
160	160	32
161	161	41
162	162	37
163	163	39
164	164	47
165	165	41
166	166	40
167	167	47
168	168	41
169	169	40
170	170	32
171	171	44
172	172	35
173	173	27
174	174	38
175	175	47
176	176	29
177	177	33
178	178	32
179	179	40
180	180	39
181	181	38
182	182	28
183	183	32
184	184	39
185	185	41
186	186	40
187	187	28
188	188	44
189	189	52
190	190	40
191	191	37
192	192	45
193	193	51
194	194	49
195	195	45
196	196	54
197	197	40
198	198	43
199	199	41
200	200	39
201	201	47
202	202	46
203	203	46
204	204	44
205	205	41
206	206	45
207	207	46
208	208	53
209	209	29
210	210	50
211	211	44
212	212	45
213	213	44
214	214	38
215	215	46
216	216	46
217	217	42
218	218	55
219	219	47
220	220	48
221	221	49
222	222	58
223	223	43
224	224	45
225	225	43
226	226	45
227	227	50
228	228	31
229	229	48
230	230	53
231	231	41
232	232	41
233	233	51
234	234	53
235	235	54
236	236	33
237	237	39
238	238	41
239	239	47
240	240	49
241	241	36
242	242	46
243	243	38
244	244	50
245	245	38
246	246	33
247	247	35
248	248	48
249	249	30
250	250	40
251	251	34
252	252	23
253	253	44
254	254	36
255	255	35
256	256	40
257	257	38
258	258	32
259	259	25
260	260	50
261	261	29
262	262	28
263	263	33
264	264	46
265	265	34
266	266	28
267	267	29
268	268	32
269	269	27
270	270	28
271	271	33
272	272	37
273	273	23
274	274	27
275	275	29
276	276	43
277	277	25
278	278	38
279	279	39
280	280	33
281	281	31
282	282	26
283	283	21
284	284	27
285	285	33
286	286	26
287	287	29
288	288	21
289	289	26
290	290	32
291	291	23
292	292	32
293	293	25
294	294	20
295	295	18
296	296	22
297	297	19
298	298	26
299	299	30
300	300	25
301	301	19
302	302	27
303	303	21
304	304	29
305	305	22
306	306	31
307	307	20
308	308	27
309	309	17
310	310	19
311	311	15
312	312	18
313	313	24
314	314	20
315	315	27
316	316	20
317	317	16
318	318	27
319	319	25
320	320	18
321	321	13
322	322	8
323	323	22
324	324	19
325	325	16
326	326	29
327	327	34
328	328	23
329	329	22
330	330	34
331	331	22
332	332	21
333	333	27
334	334	22
335	335	15
336	336	24
337	337	27
338	338	15
339	339	20
340	340	33
341	341	19
342	342	16
343	343	22
344	344	21
345	345	15
346	346	16
347	347	26
348	348	14
349	349	23
350	350	28
351	351	19
352	352	19
353	353	24
354	354	14
355	355	21
356	356	17
357	357	14
358	358	26
359	359	21
360	360	21
361	361	12
362	362	35
363	363	16
364	364	25
365	365	21
366	366	28
367	367	22
368	368	18
369	369	26
370	370	21
371	371	20
372	372	20
373	373	21
374	374	21
375	375	31
376	376	28
377	377	25
378	378	19
379	379	23
380	380	21
381	381	30
382	382	19
383	383	23
384	384	31
385	385	27
386	386	16
387	387	39
388	388	24
389	389	29
390	390	29
391	391	21
392	392	22
393	393	35
394	394	37
395	395	32
396	396	37
397	397	39
398	398	36
399	399	44
400	400	27
401	401	26
402	402	35
403	403	29
404	404	39
405	405	44
406	406	36
407	407	36
408	408	39
409	409	42
410	410	41
411	411	47
412	412	45
413	413	38
414	414	42
415	415	46
416	416	47
417	417	52
418	418	49
419	419	39
420	420	44
421	421	45
422	422	50
423	423	55
424	424	65
425	425	47
426	426	42
427	427	58
428	428	56
429	429	65
430	430	58
431	431	69
432	432	45
433	433	60
434	434	68
435	435	59
436	436	67
437	437	55
438	438	65
439	439	66
440	440	73
441	441	64
442	442	61
443	443	77
444	444	67
445	445	65
446	446	57
447	447	79
448	448	77
449	449	84
450	450	65
451	451	66
452	452	82
453	453	93
454	454	74
455	455	88
456	456	78
457	457	91
458	458	89
459	459	84
460	460	88
461	461	101
462	462	110
463	463	83
464	464	83
465	465	111
466	466	103
467	467	89
468	468	97
469	469	97
470	470	95
471	471	91
472	472	102
473	473	118
474	474	112
475	475	100
476	476	117
477	477	91
478	478	110
479	479	122
480	480	116
481	481	113
482	482	122
483	483	117
484	484	114
485	485	129
486	486	130
487	487	138
488	488	142
489	489	137
490	490	130
491	491	140
492	492	140
493	493	128
494	494	123
495	495	129
496	496	134
497	497	136
498	498	151
499	499	139
500	500	117
501	501	114
502	502	142
503	503	137
504	504	130
505	505	123
506	506	134
507	507	139
508	508	142
509	509	167
510	510	129
511	511	150
512	512	147
513	513	139
514	514	154
515	515	149
516	516	166
517	517	154
518	518	168
519	519	175
520	520	166
521	521	159
522	522	165
523	523	173
524	524	178
525	525	164
526	526	179
527	527	167
528	528	162
529	529	186
530	530	167
531	531	155
532	532	171
533	533	191
534	534	152
535	535	165
536	536	185
537	537	178
538	538	158
539	539	196
540	540	167
541	541	184
542	542	177
543	543	186
544	544	189
545	545	177
546	546	203
547	547	196
548	548	191
549	549	205
550	550	185
551	551	196
552	552	203
553	553	180
554	554	175
555	555	203
556	556	183
557	557	171
558	558	168
559	559	193
560	560	190
561	561	186
562	562	173
563	563	183
564	564	203
565	565	170
566	566	166
567	567	192
568	568	205
569	569	195
570	570	168
571	571	186
572	572	183
573	573	175
574	574	195
575	575	187
576	576	197
577	577	197
578	578	187
579	579	179
580	580	193
581	581	195
582	582	206
583	583	198
584	584	187
585	585	174
586	586	171
587	587	200
588	588	170
589	589	193
590	590	196
591	591	162
592	592	174
593	593	202
594	594	195
595	595	172
596	596	170
597	597	161
598	598	180
599	599	185
600	600	146
601	601	171
602	602	160
603	603	174
604	604	170
605	605	158
606	606	191
607	607	187
608	608	195
609	609	159
610	610	162
611	611	171
612	612	172
613	613	184
614	614	163
615	615	157
616	616	171
617	617	163
618	618	169
619	619	180
620	620	149
621	621	164
622	622	176
623	623	172
